product_id,tn_pred,tn_real
20162,0.031707305,2.84815
20166,0.02155253,2.55528
20167,0.031707305,0.07459
20168,0.031707305,0.06696
20170,0.031707305,0.14595
20175,0.031707305,0.38133
20176,0.031707305,3.06896
20177,0.031707305,2.13522
20179,0.031707305,0.12449
20180,0.02327993,3.2362
20181,0.031707305,1.81494
20182,0.031707305,1.27873
20183,0.031707305,0.0
20184,0.031707305,2.03736
20187,0.031707305,0.98586
20188,0.031707305,2.95757
20189,0.031707305,8.50339
20193,0.031707305,2.98448
20196,0.022213114,1.092
20197,0.031707305,4.5773
20198,0.031707305,2.51073
20200,0.031707305,2.62441
20201,0.031707305,5.99894
20202,0.020050738,0.0
20205,0.02155253,0.0
20206,0.031707305,1.638
20207,0.031707305,1.18503
20208,0.031707305,0.78732
20209,0.017879723,0.07781
20211,0.031707305,0.83866
20212,0.031707305,7.45945
20213,0.01976386,0.28003
20215,0.031707305,2.27677
20216,0.031707305,0.0
20219,0.02155253,2.3112
20220,0.031707305,1.49466
20222,0.031707305,1.0359
20224,0.031707305,1.94922
20225,0.031707305,0.2148
20226,0.031707305,1.13204
20227,0.031707305,0.03007
20228,0.031707305,0.03931
20230,0.031707305,1.54369
20231,0.031707305,1.57248
20232,0.031707305,0.03276
20233,0.01976386,1.9937
20234,0.031707305,0.06727
20235,0.031707305,10.5651
20237,0.031707305,1.73759
20238,0.031707305,1.39618
20239,0.031707305,2.05924
20240,0.031707305,0.59754
20241,0.031707305,1.04977
20242,0.031707305,0.0
20244,0.031707305,2.96636
20246,0.02327993,1.88241
20249,0.031707305,0.0
20251,0.031707305,1.42979
20252,0.031707305,1.64433
20253,0.022213114,1.79447
20254,0.031707305,1.92801
20255,0.031707305,2.11302
20256,0.031707305,1.94594
20257,0.031707305,0.0
20259,0.031707305,0.07469
20263,0.031707305,1.14928
20264,0.031707305,0.18498
20265,0.031707305,0.0
20266,0.031707305,0.8736
20267,0.031707305,1.14928
20268,0.031707305,2.37451
20269,0.031707305,5.27252
20270,0.031707305,0.0
20271,0.031707305,0.0
20272,0.031707305,1.56855
20273,0.031707305,2.47222
20275,0.031707305,3.55748
20276,0.031707305,2.07666
20277,0.031707305,0.92383
20280,0.027559442,1.70552
20281,0.022213114,0.74038
20282,0.031707305,0.0
20283,0.031707305,1.34054
20284,0.031707305,2.4626
20286,0.017879723,5.53082
20288,0.031707305,7.59301
20289,0.031707305,0.546
20290,0.031707305,3.21048
20291,0.031707305,0.25462
20292,0.031707305,0.44364
20295,0.031707305,0.79185
20296,0.031707305,1.22555
20297,0.031707305,8.04336
20298,0.031707305,0.0
20299,0.031707305,0.0
20300,0.031707305,0.97199
20301,0.031707305,1.50872
20302,0.031707305,0.0
20303,0.031707305,0.0
20304,0.031707305,0.33852
20305,0.031707305,0.0
20306,0.031707305,7.30686
20307,0.031707305,2.0285
20309,0.031707305,0.73439
20310,0.031707305,0.04039
20311,0.02038993,1.0192
20313,0.2481878,0.0
20314,0.031707305,0.06058
20315,0.031707305,2.3821
20316,0.031707305,5.87223
20317,0.031707305,0.59623
20319,0.031707305,1.85913
20320,0.031707305,0.71843
20321,0.031707305,5.26548
20322,0.031707305,0.67791
20323,0.022213114,2.98771
20324,0.031707305,2.71111
20325,0.031707305,2.04422
20326,0.031707305,1.36122
20327,0.031707305,0.40748
20328,0.031707305,0.3822
20329,0.031707305,0.29741
20330,0.031707305,0.85694
20332,0.02155253,1.53942
20335,0.017879723,3.16216
20336,0.031707305,0.01066
20337,0.031707305,0.0
20338,0.031707305,2.22844
20341,0.031707305,1.19589
20342,0.031707305,2.95647
20343,0.031707305,0.0
20344,0.031707305,4.09119
20346,0.022213114,2.79824
20348,0.031707305,1.9096
20349,0.031707305,1.8388
20350,0.031707305,0.00096
20351,0.031707305,0.0
20352,0.031707305,0.0
20353,0.031707305,0.16216
20354,0.031707305,0.54939
20355,0.031707305,2.72432
20356,0.02155253,1.17757
20357,0.02155253,1.68747
20358,0.031707305,3.01392
20359,0.031707305,1.59103
20361,0.031707305,0.74595
20362,0.031707305,0.2113
20364,0.031707305,0.17015
20365,0.031707305,0.99266
20366,0.02038993,0.66369
20367,0.031707305,0.72452
20368,0.031707305,0.0
20372,0.031707305,0.0
20375,0.031707305,1.08763
20377,0.031707305,0.59777
20378,0.031707305,1.50587
20379,0.031707305,0.45679
20380,0.031707305,0.93883
20381,0.031707305,0.0
20382,0.031707305,0.86776
20383,0.031707305,1.05312
20384,0.031707305,1.99727
20385,0.031707305,0.78732
20386,0.031707305,0.59105
20387,0.02155253,0.89794
20388,0.031707305,0.20748
20389,0.031707305,0.09483
20390,0.031707305,2.18138
20396,0.031707305,0.15594
20398,0.031707305,0.0
20400,0.031707305,0.45815
20401,0.031707305,0.49988
20402,0.031707305,0.34398
20403,0.02155253,2.40713
20404,0.022213114,0.26207
20406,0.031707305,4.59895
20407,0.031707305,0.50712
20408,0.031707305,2.5081
20409,0.031707305,0.00819
20410,0.031707305,0.83738
20411,0.031707305,0.92973
20414,0.031707305,1.51253
20415,0.031707305,0.10743
20416,0.031707305,0.0
20417,0.031707305,0.10702
20418,0.031707305,0.02271
20419,0.031707305,1.24199
20421,0.031707305,1.12488
20422,0.031707305,0.0
20424,0.031707305,0.09851
20426,0.031707305,1.49854
20428,0.031707305,0.0
20429,0.031707305,0.0
20432,0.031707305,0.49254
20433,0.031707305,0.83953
20434,0.031707305,0.14271
20438,0.031707305,1.9161
20440,0.031707305,2.54663
20442,0.031707305,0.19008
20443,0.031707305,0.40131
20447,0.031707305,1.23322
20449,0.031707305,0.0
20450,0.031707305,0.03893
20453,0.031707305,1.54626
20456,0.031707305,0.92993
20458,0.031707305,1.26486
20459,0.031707305,0.50669
20460,0.031707305,0.0
20463,0.031707305,0.09925
20464,0.031707305,0.33129
20465,0.031707305,0.09803
20466,0.031707305,0.0
20469,0.031707305,2.52973
20470,0.031707305,1.28264
20473,0.031707305,2.89835
20474,0.031707305,0.28228
20476,0.031707305,1.27371
20477,0.031707305,0.0
20478,0.031707305,0.30576
20480,0.031707305,0.85078
20481,0.031707305,1.22236
20482,0.031707305,0.95747
20483,0.031707305,0.06057
20484,0.031707305,0.06567
20488,0.031707305,0.0
20490,0.031707305,0.0
20491,0.031707305,1.34316
20495,0.031707305,1.07398
20496,0.031707305,1.05078
20497,0.031707305,0.47811
20500,0.031707305,1.62985
20502,0.031707305,0.11832
20503,0.031707305,0.4368
20505,0.031707305,0.0
20508,0.031707305,0.24791
20509,0.031707305,0.0
20510,0.017879723,0.0
20514,0.031707305,0.167
20517,0.031707305,0.41769
20520,0.031707305,1.81272
20521,0.031707305,0.16806
20522,0.031707305,0.09719
20523,0.031707305,0.51433
20524,0.017879723,0.14385
20525,0.031707305,1.56112
20526,0.031707305,1.0968
20527,0.01976386,0.10291
20530,0.031707305,0.23926
20531,0.031707305,0.15921
20532,0.031707305,0.77052
20536,0.031707305,0.06093
20537,0.031707305,0.20582
20538,0.031707305,0.08452
20539,0.031707305,0.457
20540,0.031707305,0.32862
20541,0.031707305,0.38179
20542,0.031707305,0.0
20544,0.031707305,0.04514
20547,0.02327993,0.4368
20548,0.017879723,0.83071
20549,0.031707305,0.61013
20551,0.031707305,0.44047
20552,0.031707305,0.0
20553,0.031707305,0.75892
20555,0.031707305,0.0332
20558,0.031707305,0.34944
20559,0.031707305,0.0
20560,0.031707305,0.75423
20561,0.031707305,0.0
20563,0.031707305,0.0
20565,0.031707305,0.07469
20567,0.031707305,0.37346
20568,0.031707305,0.19656
20569,0.031707305,2.08953
20570,0.031707305,0.4992
20571,0.031707305,0.39568
20572,0.031707305,0.40381
20574,0.031707305,0.0
20575,0.031707305,0.11359
20577,0.031707305,1.97961
20578,0.031707305,0.08554
20579,0.031707305,0.42462
20580,0.031707305,0.84903
20583,0.031707305,0.78229
20585,0.031707305,0.0398
20586,0.031707305,0.00294
20588,0.031707305,0.20748
20589,0.031707305,0.14114
20592,0.025172532,1.73366
20593,0.017879723,0.15395
20596,0.031707305,0.11743
20597,0.031707305,0.0
20599,0.031707305,0.42654
20600,0.031707305,0.39809
20601,0.031707305,0.00573
20602,0.031707305,0.37638
20603,0.017434902,0.07189
20605,0.031707305,1.54625
20606,0.031707305,0.36138
20609,0.031707305,0.0
20611,0.020050738,2.42842
20612,0.031707305,0.0398
20614,0.031707305,0.01004
20615,0.031707305,1.18655
20617,0.031707305,0.00144
20620,0.022176413,0.21203
20621,0.031707305,0.9888
20622,0.031707305,0.48603
20623,0.031707305,1.17775
20624,0.031707305,0.02948
20627,0.031707305,0.92973
20628,0.031707305,0.69481
20629,0.031707305,0.04737
20632,0.031707305,0.05415
20633,0.031707305,1.77082
20636,0.031707305,0.0
20637,0.031707305,0.59023
20639,0.031707305,0.49372
20640,0.031707305,0.05195
20641,0.031707305,0.0
20642,0.031707305,0.14448
20644,0.031707305,0.22113
20646,0.031707305,0.53718
20651,0.031707305,0.34829
20652,0.031707305,0.11925
20653,0.01976386,0.09325
20654,0.031707305,0.5599
20655,0.031707305,0.25124
20657,0.031707305,0.06919
20658,0.031707305,0.32328
20659,0.031707305,1.41099
20660,0.031707305,0.0
20661,0.031707305,0.15945
20662,0.031707305,1.71226
20663,0.031707305,0.00491
20664,0.031707305,0.01663
20666,0.031707305,0.18564
20667,0.02155253,0.94548
20670,0.031707305,0.0
20672,0.031707305,0.11374
20673,0.031707305,1.60524
20674,0.02327993,0.22113
20676,0.031707305,0.0
20677,0.031707305,0.07699
20678,0.031707305,0.0
20679,0.031707305,0.41789
20680,0.031707305,0.67721
20681,0.017434902,0.70376
20682,0.031707305,0.92315
20684,0.031707305,0.1009
20685,0.031707305,0.0
20686,0.020224502,0.0
20689,0.031707305,0.1092
20691,0.031707305,1.3104
20693,0.031707305,0.15945
20694,0.020224502,0.76069
20696,0.031707305,0.48563
20697,0.031707305,0.63662
20699,0.031707305,0.01327
20700,0.01976386,0.33612
20701,0.031707305,0.17123
20702,0.031707305,0.23904
20703,0.019779688,0.0
20705,0.031707305,0.08281
20706,0.031707305,0.76146
20708,0.031707305,0.31236
20709,0.031707305,0.14742
20711,0.031707305,1.91843
20713,0.031707305,0.34332
20714,0.031707305,0.31312
20715,0.031707305,0.02839
20719,0.008291368,0.06567
20720,0.009609071,0.41791
20721,0.031707305,0.0
20724,0.031707305,0.07007
20729,0.031707305,0.0
20730,0.031707305,0.0
20732,0.010338661,0.66339
20733,0.031707305,0.06945
20735,0.031707305,0.17123
20737,0.031707305,0.17363
20739,0.031707305,0.26965
20741,0.031707305,0.03194
20742,0.031707305,0.0
20743,0.031707305,0.04512
20744,0.031707305,0.27407
20745,0.031707305,0.38171
20746,0.020224502,0.41165
20749,0.031707305,0.14928
20750,0.031707305,0.19459
20751,0.031707305,0.0
20754,0.031707305,2.80547
20756,0.031707305,0.42643
20757,0.031707305,0.3463
20758,0.031707305,0.45869
20759,0.031707305,0.00172
20761,0.031707305,0.2528
20762,0.016682155,0.59165
20765,0.031707305,0.01638
20768,0.031707305,0.171
20771,0.031707305,0.0
20772,0.02327993,0.05307
20773,0.031707305,0.01229
20774,0.01976386,0.58378
20775,0.01976386,0.28698
20777,0.031707305,0.18404
20781,0.031707305,0.02752
20783,0.031707305,0.0
20785,0.017434902,0.0
20786,0.031707305,0.11677
20788,0.031707305,0.0
20789,0.031707305,0.06961
20793,0.031707305,0.31431
20795,0.031707305,0.63244
20800,0.031707305,0.0
20801,0.031707305,0.14851
20802,0.031707305,0.17497
20803,0.031707305,0.13888
20807,0.031707305,0.29368
20809,0.031707305,0.16485
20810,0.031707305,0.04875
20811,0.02155253,0.0
20812,0.031707305,0.0
20815,0.017434902,0.19677
20817,0.031707305,0.0
20818,0.031707305,0.03283
20820,0.031707305,0.0
20822,0.009609071,2.4133
20823,0.031707305,0.09333
20824,0.031707305,0.0
20826,0.031707305,0.37346
20827,0.031707305,0.07961
20828,0.031707305,0.0
20830,0.031707305,0.0
20831,0.031707305,0.26226
20832,0.031707305,0.0
20835,0.031707305,0.0
20838,0.031707305,0.07853
20840,0.031707305,0.0
20843,0.031707305,0.0067
20846,0.031707305,0.0
20847,0.031707305,0.00328
20849,0.031707305,0.05764
20852,0.031707305,0.0
20853,0.031707305,0.0
20855,0.017434902,0.0
20859,0.031707305,0.04828
20862,0.031707305,0.21185
20863,0.031707305,0.0668
20864,0.031707305,0.22422
20865,0.031707305,0.03276
20870,0.031707305,0.03203
20877,0.017434902,0.0
20878,0.031707305,0.04876
20882,0.031707305,0.11575
20883,0.031707305,0.03243
20885,0.031707305,0.05023
20892,0.031707305,0.08928
20899,0.017434902,0.1638
20901,0.031707305,0.0
20902,0.031707305,0.23529
20904,0.02155253,0.28108
20906,0.031707305,0.0
20907,0.031707305,0.04368
20908,0.02155253,0.07224
20910,0.031707305,0.17163
20912,0.02155253,0.2742
20913,0.031707305,0.14015
20914,0.031707305,0.0
20917,0.01976386,0.0
20919,0.031707305,0.0
20920,0.016682155,0.30467
20922,0.031707305,0.03073
20924,0.009609071,0.04039
20925,0.031707305,0.04302
20927,0.01976386,0.27448
20931,0.031707305,0.0677
20932,0.02155253,0.0
20933,0.017434902,0.07574
20936,0.031707305,0.01456
20937,0.031707305,0.03713
20941,0.031707305,0.07715
20942,0.017434902,0.1638
20946,0.009609071,0.0
20947,0.031707305,0.01092
20948,0.031707305,0.00541
20949,0.031707305,0.0477
20956,0.031707305,0.0
20957,0.031707305,0.06552
20961,0.031707305,0.03251
20962,0.031707305,0.13759
20965,0.031707305,0.03608
20966,0.031707305,0.0
20967,0.031707305,0.17014
20968,0.017879723,0.10787
20970,0.031707305,0.01747
20975,0.02155253,0.24898
20976,0.031707305,0.03494
20982,0.031707305,0.0
20985,0.031707305,0.0
20986,0.031707305,0.02044
20987,0.031707305,0.07098
20990,0.031707305,0.19186
20991,0.031707305,0.0
20994,0.031707305,0.09147
20995,0.017434902,0.25553
20996,0.017434902,0.03877
20997,0.031707305,0.10294
21001,0.031707305,0.09523
21003,0.031707305,0.00273
21006,0.017879723,0.17647
21007,0.017879723,0.63902
21008,0.031707305,0.03877
21014,0.031707305,0.00819
21016,0.031707305,0.02839
21022,0.031707305,0.05256
21024,0.031707305,0.01092
21027,0.031707305,0.25354
21028,0.031707305,0.0819
21032,0.031707305,0.00328
21033,0.031707305,0.03243
21034,0.031707305,0.0
21035,0.019779688,0.01032
21037,0.031707305,0.18066
21038,0.031707305,0.03058
21039,0.031707305,0.08954
21040,0.031707305,0.03156
21042,0.017434902,0.0
21044,0.017434902,0.09555
21048,0.031707305,0.04541
21049,0.031707305,0.08647
21055,0.031707305,0.01856
21057,0.031707305,0.0
21058,0.01976386,0.1019
21064,0.031707305,0.06683
21065,0.031707305,0.23248
21073,0.017434902,0.0
21074,0.031707305,0.0
21077,0.031707305,0.0
21079,0.01976386,0.01956
21080,0.031707305,0.00109
21084,0.031707305,0.01201
21086,0.01976386,0.00734
21087,0.016682155,0.03584
21088,0.031707305,0.01548
21092,0.017434902,0.01622
21093,0.031707305,0.0
21097,0.017434902,0.05136
21099,0.031707305,0.03931
21105,0.031707305,0.06237
21109,0.008291368,0.00328
21110,0.02155253,0.03276
21111,0.02155253,0.12351
21112,0.019779688,0.01147
21114,0.02155253,0.17227
21118,0.020516608,0.0
21119,0.02155253,0.07221
21129,0.008291368,0.02402
21131,0.031707305,0.01311
21135,0.02155253,0.00759
21140,0.031707305,0.01638
21144,0.031707305,0.03145
21146,0.031707305,0.06093
21153,0.02155253,0.04477
21154,0.031707305,0.0
21155,0.031707305,0.07208
21157,0.031707305,0.0
21159,0.02155253,0.02948
21163,0.009609071,0.00253
21164,0.031707305,0.0
21167,0.031707305,0.03857
21168,0.02155253,0.01638
21170,0.031707305,0.0
21171,0.02155253,0.00819
21176,0.02155253,0.00819
21179,0.017434902,0.00661
21180,0.031707305,0.00908
21182,0.031707305,0.0
21184,0.031707305,0.04324
21190,0.031707305,0.00734
21192,0.031707305,0.0
21194,0.031707305,0.0067
21196,0.031707305,0.00819
21200,0.031707305,0.0
21201,0.031707305,0.0054
21202,0.031707305,0.0
21207,0.031707305,0.00377
21212,0.031707305,0.0238
21214,0.016682155,0.01916
21218,0.031707305,0.00255
21222,0.031707305,0.0
21224,0.031707305,0.0
21227,0.01976386,0.0086
21265,0.031707305,0.02958
21266,0.031707305,0.02958
20032,0.031707305,41.83984
20052,0.031707305,40.16332
20069,0.031707305,27.23011
20071,0.031707305,24.81898
20091,0.031707305,20.80042
20119,0.031707305,8.50777
20127,0.031707305,3.45025
20164,0.10941196,11.1657
20174,0.020050738,15.05518
20192,0.031707305,1.70964
20203,0.031707305,17.9543
20210,0.031707305,0.0
20218,0.13740307,3.94594
20236,0.031707305,0.18288
20261,0.031707305,1.97749
20262,0.031707305,13.7117
20278,0.031707305,0.56435
20285,0.031707305,0.0
20334,0.01976386,0.0
20340,0.031707305,1.84863
20395,0.08933542,6.09609
20479,0.16373208,0.0
20513,0.088307165,4.27027
20576,0.031707305,3.78624
20604,0.031707305,2.97788
20647,0.031707305,0.07469
20649,0.031707305,0.79672
20845,0.031707305,0.29382
20879,0.031707305,0.65661
20886,0.031707305,0.0
20894,0.031707305,0.61323
20945,0.031707305,0.26789
20951,0.031707305,0.00854
20953,0.031707305,0.50884
21056,0.031707305,0.0
21126,0.031707305,0.05505
21142,0.031707305,0.0
21191,0.031707305,0.0
21209,0.031707305,0.0
21226,0.01976386,0.0
21245,0.031707305,0.0
20089,0.031707305,4.0515
20638,0.088307165,0.87011
20928,0.031707305,1.37524
21244,0.031707305,0.00423
21246,0.031707305,0.00565
21248,0.031707305,0.00282
21256,0.031707305,0.00282
21259,0.031707305,0.00424
21262,0.031707305,0.00282
21263,0.031707305,0.00423
21233,0.031707305,0.00193
21252,0.02155253,0.05136
21267,0.008291368,0.00131
21276,0.02155253,0.00075
