customer_id,product_id,tn_total,acumulado,porcentaje
10009,20010,992.04268,160518.17184,14.298719564662763
10005,20003,982.21032,161500.38216,14.386213396409094
10006,20014,971.63483,162472.01699,14.472765179264416
10013,20003,958.9725900000001,163430.98958,14.55818902864812
10007,20009,952.80503,164383.79460999998,14.643063480977109
10003,20056,943.54215,165327.33675999998,14.727112809758005
10001,20027,942.33955,166269.67630999998,14.811055012722859
10002,20013,937.07523,167206.75153999997,14.894528277906302
10006,20021,934.37634,168141.12787999996,14.977761129990071
10001,20006,930.63784,169071.76571999997,15.060660962064459
10015,20019,927.01373,169998.77944999997,15.143237963820212
10002,20009,899.4411699999999,170898.22061999998,15.22335884301613
10006,20006,897.80634,171796.02696,15.303334093991655
10009,20003,893.64885,172689.67581,15.382939001952918
10005,20009,892.3049900000001,173581.9808,15.462424200867822
10004,20028,891.4815,174473.46229999998,15.54183604452058
10007,20019,890.10302,175363.56532,15.621125095228969
10007,20007,888.96947,176252.53479,15.700313170992425
10006,20003,887.46976,177140.00455,15.779367654823746
10008,20020,886.94861,178026.95316,15.858375715389615
10002,20016,885.55194,178912.5051,15.937259362673018
10002,20031,875.59182,179788.09692,16.015255777308067
10003,20011,870.85908,180658.956,16.092830606516017
10006,20002,868.34071,181527.29671,16.170181103076903
10008,20013,864.54459,182391.8413,16.247193446924665
10003,20009,861.16694,183253.00824,16.323904914743355
10004,20016,859.67154,184112.67978,16.40048317455829
10001,20023,859.49955,184972.17933,16.477046113760302
10017,20001,851.45934,185823.63867000001,16.552892843035966
10007,20011,837.3456,186660.98427000002,16.627482341382844
10005,20011,816.77232,187477.75659,16.700239202602898
10005,20018,816.35488,188294.11147,16.772958878889757
10007,20028,816.14988,189110.26135000002,16.845660294082087
10008,20012,815.87156,189926.13291000001,16.91833691694353
10009,20021,811.95008,190738.08299000002,16.99066422020984
10005,20022,803.25772,191541.34071000002,17.062217220999553
10007,20014,803.0554,192344.39611000003,17.133752199425132
10010,20015,802.89558,193147.29169000004,17.20527294132326
10003,20016,797.5422,193944.83389000004,17.276316812107876
10012,20003,795.89331,194740.72720000005,17.347213802228254
10004,20042,795.4685,195536.19570000004,17.418072950906822
10008,20063,794.7100399999999,196330.90574000005,17.48886453709875
10013,20032,787.14695,197118.05269000004,17.55898241450299
10008,20019,785.51238,197903.56507000004,17.628954686847244
10002,20029,784.16114,198687.72621000005,17.698806592745743
10009,20001,778.7883400000001,199466.51455000005,17.76817989762607
10008,20007,770.5445,200237.05905000004,17.836818853523074
10004,20049,770.52785,201007.58690000005,17.905456326262886
10002,20022,764.69704,201772.28394000005,17.973574399136197
10003,20073,762.62438,202534.90832000005,18.041507842545112
10012,20007,762.20551,203297.11383000005,18.109403973638567
10001,20004,761.79475,204058.90858000005,18.177263514843283
10005,20017,760.12303,204819.03161000003,18.244974141721375
10004,20013,759.93372,205578.96533000004,18.312667905146753
10002,20014,758.4972,206337.46253000005,18.380233705511042
10007,20016,758.394,207095.85653000005,18.447790312973105
10002,20035,753.98667,207849.84320000006,18.514954322045988
10011,20004,750.21847,208600.06167000005,18.58178266547774
10001,20042,740.86657,209340.92824000007,18.64777795559245
10002,20052,738.71439,210079.64263000007,18.71358153271965
10005,20016,736.49394,210816.13657000006,18.779187315469468
10004,20023,728.40495,211544.54152000006,18.84407254304323
10003,20077,720.81041,212265.35193000006,18.908281260310165
10003,20030,718.5724,212983.92433000007,18.97229061898108
10001,20033,716.08173,213700.00606000007,19.036078112479665
10002,20011,713.80764,214413.8137000001,19.099663033429596
10014,20010,711.32009,215125.13379000008,19.163026367132144
10006,20025,710.82648,215835.96027000007,19.2263457307914
10001,20017,708.81593,216544.77620000008,19.289485997652516
10005,20020,707.30151,217252.07771000007,19.352491362236613
10011,20009,706.94056,217959.01827000006,19.415464573932557
10002,20002,706.70732,218665.72559000005,19.478417008956836
10016,20008,705.2191,219370.94469000003,19.54123687556107
10011,20006,701.67456,220072.61925000005,19.603740999823703
10023,20004,701.16472,220773.78397000005,19.66619970829883
10005,20002,699.24463,221473.02860000005,19.72848737801782
10001,20150,699.10313,222172.13173000005,19.79076244312766
10015,20003,694.0077,222866.13943000004,19.852583614925628
10034,20001,690.71612,223556.85555000004,19.914111577681872
10001,20018,689.77575,224246.63130000004,19.97555577367973
10004,20033,684.67581,224931.30711000002,20.036545674621642
10011,20014,684.5356,225615.84271000003,20.097523085865674
10008,20011,675.70776,226291.55047000002,20.157714126276584
10014,20008,670.98648,226962.53695,20.217484602100114
10011,20003,670.05669,227632.59364,20.277172253615895
10003,20049,666.70215,228299.29579,20.336561087706965
10009,20007,665.72752,228965.02331,20.3958631032099
10012,20014,662.4844,229627.50770999998,20.4548762264157
10010,20003,661.81584,230289.32354999997,20.5138297952929
10003,20024,655.16724,230944.49078999998,20.57219111678896
10009,20018,650.89024,231595.38103,20.63017144949804
10016,20015,648.09119,232243.47222,20.68790244700389
10006,20011,644.58576,232888.05797999998,20.74532118602866
10005,20001,643.5785,233531.63648,20.802650199833522
10016,20010,643.09191,234174.72838999997,20.859935868926236
10009,20020,640.5584699999999,234815.28685999996,20.916995862958743
10005,20007,639.46916,235454.75601999997,20.973958822879595
10009,20022,638.61907,236093.37508999996,21.03084605804994
10006,20020,637.50086,236730.87594999996,21.08763368473969
10006,20013,635.96169,237366.83763999995,21.144284204459307
10001,20055,631.70089,237998.53852999996,21.200555178463805
10002,20023,627.61335,238626.15187999996,21.25646204049581
10010,20008,624.0081700000001,239250.16004999995,21.312047758465372
10002,20043,623.54078,239873.70082999996,21.36759184203018
10005,20035,623.47087,240497.17169999995,21.42312969811636
10003,20055,621.87099,241119.04268999994,21.478525039276064
10003,20033,621.67833,241740.72101999994,21.533903218570046
10006,20019,621.24356,242361.96457999994,21.589242669200264
10004,20030,619.7646,242981.72917999994,21.644450376277433
10004,20063,617.55424,243599.28341999993,21.699461187779388
10023,20005,617.17729,244216.46070999993,21.75443842113702
10009,20017,614.72327,244831.1839799999,21.809197054049708
10012,20013,610.08948,245441.2734599999,21.863542915853856
10001,20045,607.94375,246049.21720999992,21.917697639226887
10001,20026,602.52383,246651.7410399999,21.971369564202355
10002,20038,600.65245,247252.3934899999,22.02487478943591
10018,20011,599.47524,247851.8687299999,22.078275150556784
10013,20014,598.13667,248450.0053999999,22.131556273856624
10027,20001,593.7407900000001,249043.74618999992,22.184445818716217
10008,20016,590.8266,249634.57278999992,22.237075771872945
10016,20006,586.29367,250220.86645999993,22.289301938379648
10001,20095,584.43839,250805.30484999993,22.341362839308438
10006,20016,577.3131,251382.61794999993,22.39278903002119
10001,20028,575.87166,251958.48960999993,22.444086819406582
10025,20006,571.83318,252530.32278999992,22.495024867011185
10011,20019,571.60049,253101.92327999993,22.54594218693731
10038,20010,568.73108,253670.65435999993,22.59660390409625
10002,20019,568.54359,254239.1979499999,22.647248919925353
10008,20046,567.91174,254807.10968999992,22.697837651497967
10001,20062,566.95191,255374.06159999993,22.748340882844385
10010,20006,566.46932,255940.53091999993,22.798801125792696
10008,20023,564.72234,256505.25325999994,22.849105750365727
10003,20019,561.85583,257067.10908999993,22.899155030499248
10004,20068,561.66878,257628.77786999993,22.949187648497485
10006,20030,561.47,258190.24786999993,22.99920255946952
10010,20017,559.73573,258749.98359999992,23.04906298425413
10006,20022,559.20883,259309.1924299999,23.098876473571856
10013,20011,556.69068,259865.8831099999,23.148465649839796
10001,20051,556.54139,260422.4244999999,23.198041527576994
10002,20041,555.82799,260978.2524899999,23.2475538567052
10005,20029,553.28444,261531.5369299999,23.296839610189465
10014,20006,551.52783,262083.0647599999,23.3459688874724
10011,20008,549.79214,262632.8568999999,23.394943552076427
10002,20024,549.10674,263181.9636399999,23.44385716226975
10008,20077,548.57364,263730.53727999993,23.492723284709427
10006,20018,546.83308,264277.37035999994,23.541434360657853
10001,20020,545.3011,264822.6714599999,23.590008970110635
10016,20007,543.68553,265366.35698999994,23.63843966699512
10005,20041,540.8021,265907.1590899999,23.68661351223171
10025,20010,538.78405,266445.94313999993,23.73460759258133
10008,20038,538.22496,266984.16809999995,23.782551870026836
10003,20023,536.95551,267521.12360999995,23.830383066757904
10016,20021,536.39915,268057.52275999996,23.878164703769187
10003,20051,535.55689,268593.07964999997,23.925871313514694
10009,20002,534.97475,269128.05439999996,23.97352606709643
10004,20019,534.21259,269662.26699,24.02111292860103
10008,20033,533.75049,270196.01748,24.068658626926197
10010,20018,533.481,270729.49848,24.116180319483718
10012,20056,533.28943,271262.78791,24.163684947271094
10003,20027,531.83119,271794.6191,24.21105967721214
10043,20005,531.8102,272326.4293,24.25843253739527
10028,20004,529.513,272855.9423,24.305600766425375
10002,20026,529.47711,273385.41941,24.352765798427754
10001,20073,528.25948,273913.67889,24.399822365764095
10001,20037,527.59674,274441.27563,24.446819897208755
10002,20025,526.27302,274967.54865,24.493699513648256
10008,20027,524.13328,275491.68193,24.54038852523691
10001,20053,523.34728,276015.02921,24.58700752111675
10003,20045,519.933,276534.96221,24.6333223780217
10010,20009,519.39222,277054.35443,24.67958906305005
10005,20012,518.38433,277572.73876,24.72576596673902
10010,20001,516.47902,278089.21778,24.771773148252233
10001,20031,515.59875,278604.81653,24.817701916625506
10008,20030,514.1682,279118.98473,24.863503253736397
10012,20102,512.67907,279631.66380000004,24.90917194136579
10001,20135,511.95838000000003,280143.62218000006,24.95477643100386
10011,20099,511.55196,280655.1741400001,25.000344717353926
10002,20069,510.80265,281165.9767900001,25.04584625628571
10001,20126,509.80791,281675.7847000001,25.091259185260522
10045,20002,509.26102,282185.04572000005,25.136623398089036
10002,20058,507.93857,282692.98429000005,25.18186980904209
10002,20028,507.07565999999997,283200.05995,25.22703935325814
10008,20022,504.92332,283704.98327,25.272017170234122
10006,20049,504.66867,284209.65194,25.316972303367546
10010,20005,502.89921,284712.55115,25.361769815640784
10001,20065,499.68828,285212.23943,25.406281303054126
10001,20063,496.67616000000004,285708.91559,25.45052447530613
10019,20003,496.08468,286205.00027,25.494714959401076
10009,20035,495.96891999999997,286700.96919000003,25.538895131767713
10008,20008,493.69625,287194.66544,25.582872858077177
10043,20004,493.28044,287687.94588,25.62681354465143
10003,20079,490.47589,288178.42177,25.67050440609065
10016,20012,489.84844,288668.27021,25.71413937521881
10001,20025,487.19034,289155.46054999996,25.75753756475972
10006,20035,486.89223,289642.35277999996,25.800909199106034
10005,20031,485.45953,290127.81230999995,25.844153210671166
10023,20015,483.91455,290611.72685999994,25.88725959772002
10001,20057,482.6531,291094.37995999993,25.930253616682524
10006,20028,482.57117999999997,291576.95113999996,25.973240338333497
10018,20002,482.48894,292059.44008,26.01621973416781
10032,20004,482.41064,292541.85072,26.05919215515479
10001,20058,480.82506,293022.67578,26.102023335037995
10027,20002,480.22486000000004,293502.90064,26.14480104999954
10042,20015,479.58697,293982.48761,26.187521942670383
10004,20081,478.85292,294461.34053,26.230177447261006
10004,20012,478.68044,294940.02097,26.272817587590243
10002,20051,477.79263000000003,295417.8136,26.315378643127566
10006,20017,476.15126,295893.96486,26.35779348787105
10016,20013,475.68339,296369.64825,26.40016665545209
10007,20024,475.56054,296845.20879,26.442528879738177
10003,20037,474.89682,297320.10561,26.48483198083566
10022,20010,474.55698,297794.66259,26.527104809492325
10002,20071,474.37355,298269.03614000004,26.56936129847791
10038,20006,473.02492,298742.06106000004,26.611497653512647
10001,20077,470.27809,299212.33915,26.653389325023944
10014,20021,469.37652,299681.71567,26.69520068602304
10005,20023,468.98943,300150.7051,26.73697756562173
10008,20026,468.88785,300619.59295,26.778745396625375
10034,20002,467.16371,301086.75666,26.820359643806906
10023,20006,466.84546,301553.60212,26.861945541752654
10013,20016,466.61706000000004,302020.21918,26.90351109416673
10014,20017,466.57363,302486.79281,26.945072777901125
10018,20003,464.98865,302951.78146,26.98649327397884
10001,20015,464.48159,303416.26305,27.027868601907308
10005,20019,464.42323,303880.68628,27.069238731213943
10002,20074,462.92174,304343.60802000004,27.1104751100287
10011,20010,461.23457,304804.84259,27.151561198253845
10057,20001,460.32501,305265.1676,27.192566264229495
10021,20003,459.47743,305724.64503,27.233495829041704
10016,20017,459.04537,306183.6904,27.27438690659291
10015,20009,458.69307000000003,306642.38347,27.31524660178506
10036,20010,457.75765,307100.14112,27.35602297115745
10008,20006,456.71374,307556.85485999996,27.396706350582537
10016,20018,456.19094,308013.04579999996,27.437343159762634
10032,20001,453.78329,308466.82908999996,27.477765499068287
10013,20007,453.42526000000004,308920.25434999994,27.518155945595034
10045,20003,452.82511,309373.0794599999,27.558492931654037
10002,20047,452.44389,309825.5233499999,27.59879595920349
10002,20027,452.18568,310277.7090299999,27.63907598579089
10014,20018,451.79945,310729.5084799999,27.6793216075854
10031,20005,451.42552,311180.9339999999,27.71953392025269
10001,20068,450.6079,311631.5418999999,27.759673400548692
10009,20025,450.38448,312081.9263799999,27.799792978924
10002,20044,450.13373,312532.0601099999,27.839890220862944
10002,20066,446.88135,312978.9414599999,27.879697745637756
10001,20079,444.82894999999996,313423.7704099999,27.919322445678777
10019,20004,444.36647,313868.1368799999,27.95890594869053
10003,20068,443.99876,314312.1356399999,27.998456696643387
10021,20025,443.06262,314755.19825999986,28.03792405463996
10001,20081,442.16172,315197.35997999983,28.077311161806932
10020,20008,441.8559,315639.21587999986,28.116671026984
10006,20024,439.5573,316078.77317999984,28.155826136298135
10006,20119,439.33453000000003,316518.10770999984,28.19496140159261
10023,20008,438.74005,316956.84775999986,28.234043711494508
10008,20017,438.24861,317395.09636999987,28.273082244653477
10019,20005,438.11041,317833.2067799999,28.31210846716238
10002,20050,437.28924,318270.4960199999,28.351061541071278
10003,20095,435.35993,318705.8559499999,28.38984275492017
10014,20020,433.14835,319139.00429999985,28.42842696451807
10009,20013,433.0053,319572.0095999999,28.466998431435126
10002,20067,430.87699,320002.8865899999,28.50538031166871
10006,20031,427.76697,320430.6535599999,28.543485155954826
10006,20007,426.57811,320857.2316699999,28.581484098363624
10001,20039,423.53875,321280.7704199999,28.619212299112473
10003,20102,422.69398,321703.4643999999,28.656865249008487
10003,20053,420.44283,322123.9072299999,28.694317669816865
10020,20010,420.33263,322544.2398599999,28.73176027417345
10002,20091,419.40662,322963.64647999994,28.769120390939054
10007,20085,418.83264,323382.4791199999,28.806429378421523
10010,20014,417.60745000000003,323800.0865699999,28.843629227804406
10053,20010,417.1702,324217.2567699999,28.880790127608822
10011,20013,414.61055999999996,324631.8673299999,28.917723018496073
10012,20055,413.8671,325045.7344299999,28.954589683074325
10014,20022,413.38752,325459.1219499999,28.99141362738079
10005,20043,410.95889999999997,325870.0808499999,29.02802123383646
10003,20097,410.17796,326280.2588099999,29.064559275320583
10009,20019,410.11186,326690.3706699999,29.1010914287152
10006,20052,408.10662,327098.4772899999,29.137444958318557
10004,20106,407.05119,327505.5284799999,29.17370447179018
10011,20021,405.22814999999997,327910.7566299999,29.20980159157505
10022,20004,404.76946,328315.5260899999,29.245857851938197
10021,20004,404.74874,328720.2748299999,29.28191226659462
10006,20015,404.20369,329124.4785199999,29.31791812900921
10008,20037,402.04645,329526.5249699999,29.35373182769903
10002,20057,401.28547000000003,329927.8104399999,29.389477739424358
10003,20118,400.93435,330328.7447899999,29.42519237390328
10020,20021,400.28352,330729.0283099999,29.46084903341558
10010,20007,400.07018,331129.0984899999,29.496486688918573
10001,20043,399.93407,331529.0325599999,29.532112219945578
10001,20029,399.68723,331928.7197899999,29.567715762833192
10002,20033,398.74107,332327.4608599999,29.603235023197847
10072,20010,398.36156,332725.82241999987,29.6387204773772
10010,20052,397.65835,333123.48076999985,29.67414329065758
10002,20030,395.5952,333519.07596999983,29.709382321610192
10001,20114,395.56881,333914.64477999986,29.74461900178093
10010,20020,395.00698,334309.65175999986,29.77980563497243
10008,20004,394.98671,334704.6384699999,29.814990462542536
10001,20092,394.62696,335099.2654299999,29.850143244118694
10006,20029,394.28157,335493.5469999999,29.885265258868305
10001,20097,393.75527,335887.3022699999,29.92034039159814
10005,20013,393.55407,336280.85633999994,29.955397601731775
10074,20001,392.98086,336673.83719999995,29.990403751172735
10002,20059,391.56016999999997,337065.39736999996,30.02528334766541
10012,20051,391.50300999999996,337456.90037999995,30.06015785243046
10010,20010,391.1719,337848.07227999996,30.09500286241009
10007,20030,388.752,338236.82427999994,30.129632311303528
10002,20054,387.35909,338624.1833699999,30.16413768184969
10063,20004,387.17079,339011.35415999993,30.198626278912446
10005,20014,386.58689,339397.9410499999,30.23306286303324
10002,20075,386.35791,339784.2989599999,30.267479049956837
10025,20004,385.92852,340170.22747999994,30.301856987459058
10009,20011,384.14376,340554.37123999995,30.336075941199887
10006,20012,384.0025,340938.37373999995,30.3702823117104
10001,20022,383.40556,341321.77929999994,30.40443550769519
10009,20014,381.88737000000003,341703.66666999995,30.438453465576995
10002,20061,381.59458,342085.2612499999,30.472445342161866
10008,20052,380.85032,342466.11156999995,30.506370921174945
10004,20065,380.38455,342846.49611999997,30.540255010090448
10014,20015,379.59135000000003,343226.08746999997,30.574068441931868
10005,20044,379.08416,343605.17163,30.607836694043847
10016,20035,379.05503999999996,343984.22667,30.641602352189608
10014,20035,378.82791,344363.05458,30.675347777933403
10014,20007,378.3383,344741.39288,30.70904958994796
10010,20029,377.83445,345119.22733,30.742706519755284
10003,20008,376.96654,345496.19387,30.776286137433047
10033,20010,376.87103,345873.0649,30.809857247222332
10003,20065,375.97014,346249.03504,30.8433481070728
10001,20087,375.31194999999997,346624.34699,30.876780336338815
10008,20009,374.64013,346998.98712,30.910152720880287
10023,20017,374.05981,347373.04693,30.943473411380882
10015,20028,374.05368,347747.10061,30.976793555830206
10006,20041,373.46401000000003,348120.56462,31.010061173354575
10063,20005,367.81942000000004,348488.38404000003,31.042825979212566
10005,20069,367.34009000000003,348855.72413000005,31.075548087068388
10009,20029,367.30533,349223.02946000005,31.108267098555203
10001,20056,366.16497,349589.19443000003,31.140884528472437
10008,20015,365.75688,349954.95131000003,31.17346560634055
10007,20013,365.61798,350320.56929,31.20603431120363
10001,20074,364.8323,350685.40159,31.238533028863028
10020,20006,364.07442,351049.47601000004,31.270964235701317
10004,20037,363.99462,351413.47063000005,31.30338833407452
10011,20018,363.70847,351777.17910000007,31.335786942632097
10025,20041,363.49623,352140.67533000006,31.36816664516673
10017,20002,363.11527,352503.79060000007,31.40051241235222
10014,20031,362.91092000000003,352866.70152000006,31.432839976344198
10013,20030,361.5612,353228.26272000006,31.46504730928976
10004,20046,361.22936,353589.49208000005,31.497225082422577
10005,20047,360.81948,353950.31156000006,31.529366344055745
10022,20005,360.7968,354311.1083600001,31.561505585388314
10001,20117,360.64488,354671.75324000005,31.59363129391365
10004,20024,359.27892,355031.03216000006,31.625635324757553
10012,20046,358.70702,355389.73918000003,31.65758841160163
10003,20112,357.58353,355747.32271000004,31.68944141963058
10022,20003,357.28057,356104.60328000004,31.72126744043416
10001,20101,356.53527,356461.13855000003,31.75302707102429
10009,20009,356.15852,356817.29707000003,31.7847531412858
10009,20041,355.53773,357172.8348,31.816423912499136
10131,20010,355.20577,357528.04057,31.848065113210307
10010,20019,354.95681,357882.99738,31.879684136935644
10010,20045,353.179,358236.17638,31.911144795995245
10017,20009,352.3861,358588.56248,31.942534824704317
10003,20006,352.3429,358940.90538,31.973921005221758
10005,20026,352.24385,359293.14923000004,32.00529836251279
10005,20050,351.78123999999997,359644.93047,32.03663451119435
10012,20012,350.46067,359995.39114,32.06785302546803
10003,20129,350.30126,360345.6924,32.099057339736454
10041,20005,347.3786,360693.071,32.130001307807035
10003,20028,346.99392,361040.06492,32.160911009156415
10004,20093,346.69089,361386.75581,32.19179371704494
10001,20076,345.6212,361732.37701,32.22258113854216
10001,20093,345.42963,362077.80664,32.25335149526924
10001,20106,345.06927,362422.87591,32.284089751664474
10002,20055,343.59267,362766.46858,32.314696474731946
10003,20062,342.79209,363109.26067,32.34523188332594
10008,20118,342.78463,363452.0453,32.37576662739424
10005,20071,341.2369,363793.2822,32.40616350198037
10013,20102,340.63595,364133.91815000004,32.43650684483596
10036,20025,339.70482,364473.62297,32.46676724401859
10002,20087,338.91819,364812.54116,32.496957571372945
10009,20023,338.72475,365151.26591,32.52713066738034
10002,20049,338.44093,365489.70684,32.55727848112505
10045,20001,338.14069,365827.84752999997,32.58739954993794
10005,20024,337.08402,366164.93155,32.61742649216174
10057,20002,336.2284,366501.15995,32.647377217030865
10010,20021,336.12635,366837.2863,32.67731885143805
10039,20010,335.86423,367173.15053,32.707237136586215
10006,20050,335.20031,367508.35083999997,32.73709628073007
10013,20009,334.36718,367842.71802,32.76688121089494
10005,20075,333.92307,368176.64109,32.796626580402766
10023,20018,331.95392,368508.59501,32.826196540962755
10014,20012,327.79827,368836.39328,32.85539632241294
10065,20002,327.57609,369163.96937,32.884576312399794
10006,20100,325.51975,369489.48912,32.91357312668353
10006,20099,325.44655,369814.93567,32.942563420420335
10010,20002,325.23423,370140.1699,32.97153480100791
10004,20124,325.20563,370465.37552999996,33.0005036339501
10011,20017,324.40475,370789.78027999995,33.029401125695266
10003,20020,323.98327,371113.76355,33.05826107263006
10010,20023,323.9418,371437.70534999995,33.08711732547905
10005,20054,323.10704,371760.8123899999,33.115899219151075
10008,20107,323.02869,372083.8410799999,33.14467413352186
10001,20102,322.82273,372406.66380999994,33.17343070128274
10009,20016,321.55578,372728.21958999994,33.20207441102545
10016,20026,321.35720000000003,373049.57678999996,33.23070043155767
10014,20041,320.56755,373370.14433999994,33.25925611124451
10008,20158,318.62103,373688.7653699999,33.2876383978302
10022,20019,317.61037,374006.37573999993,33.315930656329044
10053,20006,317.59793,374323.9736699999,33.344221806691216
10021,20001,317.54804,374641.52170999994,33.372508512926544
10008,20051,317.4212,374958.9429099999,33.40078392044366
10008,20039,317.36359,375276.30649999995,33.42905419614782
10033,20013,317.22327,375593.52976999996,33.45731197235547
10008,20047,316.97453,375910.5043,33.48554759117456
10004,20123,315.94563,376226.44992999994,33.51369155711477
10009,20071,313.701,376540.15092999995,33.54163557475923
10003,20058,312.81346,376852.9643899999,33.56950053166299
10010,20035,312.71384,377165.6782299999,33.59735661456559
10004,20072,312.56316,377478.2413899999,33.62519927511831
10009,20031,312.41683,377790.6582199999,33.65302890081267
10005,20038,312.03243,378102.69064999995,33.68082428472783
10024,20012,311.65342,378414.34406999993,33.708585906996916
10018,20009,311.44019000000003,378725.7842599999,33.73632853505534
10006,20043,310.96668,379036.75093999994,33.764028983548535
10001,20038,310.70456,379347.4554999999,33.79170608278269
10001,20050,310.128,379657.58349999995,33.81933182291117
10001,20118,310.03043,379967.61392999993,33.846948871649424
10008,20070,309.73902,380277.3529499999,33.874539962019114
10002,20053,309.49418000000003,380586.8471299999,33.90210924240642
10025,20005,309.34031,380896.1874399999,33.9296648162834
10014,20029,309.32737,381205.5148099999,33.95721923748447
10060,20004,309.31999,381514.8347999999,33.984773001286136
10006,20072,308.64834,381823.4831399999,34.0122669355066
10008,20086,307.61787,382131.1010099999,34.03966907699495
10018,20007,307.6101,382438.7111099999,34.06707052634326
10009,20012,307.45988,382746.1709899999,34.09445859431781
10005,20059,306.20316,383052.3741499999,34.12173471554735
10002,20100,306.057,383358.43114999984,34.14899781706189
10001,20072,305.12664,383663.5577899998,34.17617804349393
