product_id,cluster_dtw
20290,3
20291,3
20292,0
20295,3
20296,0
20297,3
20298,3
20299,0
20300,0
20301,0
20302,4
20303,3
20304,4
20305,4
20306,3
20307,0
20309,4
20310,0
20311,0
20313,3
20314,4
20315,3
20316,0
20317,0
20319,3
20320,0
20321,4
20322,4
20323,3
20324,3
20325,4
20326,4
20327,0
20328,0
20329,4
20330,4
20332,3
20334,2
20335,0
20336,4
20337,3
20338,4
20340,3
20341,0
20342,1
20343,3
20344,3
20346,3
20348,3
20349,0
20350,4
20351,3
20352,0
20353,0
20354,0
20355,2
20356,3
20357,0
20358,4
20359,0
20361,1
20362,4
20364,2
20365,4
20366,3
20367,4
20368,2
20372,4
20375,4
20377,3
20378,3
20379,4
20380,0
20381,0
20382,4
20383,0
20384,0
20385,4
20386,4
20387,3
20388,4
20389,2
20390,3
20395,3
20396,3
20398,4
20400,0
20401,4
20402,3
20403,3
20404,3
20406,0
20407,4
20408,1
20409,4
20410,3
20411,4
20414,2
20415,1
20416,3
20417,3
20418,4
20419,3
20421,0
20422,3
20424,4
20426,4
20428,4
20429,4
20432,4
20433,0
20434,0
20438,0
20440,2
20442,2
20443,3
20447,3
20449,4
20450,4
20453,3
20456,4
20458,2
20459,2
20460,2
20463,3
20464,4
20465,0
20466,3
20469,0
20470,3
20473,0
20474,0
20476,2
20477,2
20478,1
20479,3
20480,4
20481,2
20482,3
20483,4
20484,4
20488,2
20490,1
20491,2
20495,2
20496,3
20497,3
20500,0
20502,4
20503,3
20505,4
20508,3
20509,4
20510,2
20513,3
20514,3
20517,1
20520,0
20521,2
20522,2
20523,2
20524,3
20525,2
20526,2
20527,2
20530,4
20531,2
20532,1
20536,4
20537,2
20538,0
20539,4
20540,2
20541,3
20542,3
20544,3
20547,2
20548,2
20549,3
20551,4
20552,1
20553,2
20555,4
20558,2
20559,2
20560,4
20561,4
20563,3
20565,3
20567,3
20568,0
20569,2
20570,1
20571,3
20572,4
20574,1
20575,2
20576,1
20577,2
20578,3
20579,4
20580,2
20583,0
20585,3
20586,4
20588,1
20589,2
20592,2
20593,2
20596,3
20597,4
20599,4
20600,0
20601,4
20602,3
20603,2
20604,3
20605,3
20606,1
20609,4
20611,2
20612,3
20614,4
20615,2
20617,4
20620,1
20621,2
20622,3
20623,2
20624,1
20627,2
20628,3
20629,1
20632,1
20633,2
20636,4
20637,0
20638,1
20639,0
20640,4
20641,0
20642,3
20644,1
20646,3
20647,4
20649,1
20651,0
20652,3
20653,0
20654,0
20655,4
20657,3
20658,3
20659,2
20660,4
20661,4
20662,2
20663,1
20664,4
20666,3
20667,1
20670,3
20672,1
20673,2
20674,1
20676,1
20677,1
20678,1
20679,2
20680,0
20681,2
20682,2
20684,4
20685,3
20689,2
20691,2
20693,3
20696,0
20697,0
20699,1
20701,0
20702,3
20705,3
20706,4
20708,3
20709,2
20711,2
20713,1
20714,3
20715,4
20719,2
20720,1
20721,0
20724,1
20729,1
20730,4
20732,2
20733,0
20735,4
20737,3
20739,0
20742,3
20743,1
20744,0
20745,1
20749,3
20750,3
20751,1
20754,2
20756,1
20757,2
20758,2
20759,0
20761,3
20765,1
20768,1
20771,3
20772,1
20773,1
20775,1
20777,3
20781,4
20783,2
20785,1
20786,3
20788,4
20789,1
20793,3
20795,2
20800,1
20801,0
20802,4
20803,4
20807,0
20809,1
20810,0
20811,3
20812,4
20817,2
20818,1
20822,2
20823,3
20824,4
20826,3
20828,1
20830,3
20831,3
20832,3
20835,1
20838,1
20840,3
20843,0
20845,1
20846,4
20847,4
20852,0
20853,1
20855,3
20862,3
20864,4
20865,1
20870,1
20877,3
20878,3
20879,0
20886,1
20892,0
20894,3
20899,1
20901,0
20902,1
20907,1
20917,2
20919,4
20922,1
20925,4
20931,3
20936,1
20941,0
20942,2
20947,4
20948,4
20953,1
20961,4
20982,0
20987,1
20991,3
21024,4
