product_id,tn,tn_predicho,tn_clase
20355,25.633470000000003,29.46577299358307,2
20356,13.82404,13.854167396212492,2
20357,18.325,12.192536510983764,2
20358,10.92,14.913923178034775,2
20359,14.16642,13.08636476604657,2
20361,13.57393,19.156922195922117,2
20362,6.61718,5.580910664091114,1
20364,30.711399999999998,23.30053299560276,2
20365,10.90371,13.084857425818173,2
20366,10.34722,6.421835895042293,2
20367,9.55006,13.912644052393206,1
20368,10.4105,18.072650208620306,2
20372,4.66326,6.90748705691559,1
20375,4.38548,11.547090733306263,1
20377,7.24521,12.738473603560465,1
20378,7.68167,24.57990755035732,1
20379,6.4533,12.48972247842722,1
20380,14.64208,15.64000523739796,2
20381,18.21145,15.47013875547112,2
20382,9.3097,8.297557703950723,1
20383,7.43444,6.363704124102623,1
20384,7.21169,3.862755462187612,1
20385,7.4722,6.681659553452328,1
20386,11.22573,12.49804308994389,2
20387,8.58751,15.792031276521557,1
20388,6.6502799999999995,5.826125446818944,1
20389,34.54417,27.671722865090985,2
20390,9.2709,7.537237606394994,1
20395,26.65657,19.57227238948336,2
20396,5.93867,12.684733752529693,1
20398,1.0473,1.2243210948062986,1
20400,9.74484,12.420452801631438,1
20401,9.16454,7.96605551162595,1
20402,15.10782,14.58199450513605,2
20403,10.9533,14.876330647264197,2
20404,9.25704,6.865376683107867,1
20406,10.276150000000001,12.6014436692641,2
20407,6.63483,7.336338333473204,1
20408,11.77663,14.612839579792803,2
20409,2.40926,5.493037783057518,1
20410,10.14597,6.168437015675083,2
20411,9.12526,6.718306674673308,1
20414,28.50819,29.682029509331244,2
20415,4.85906,6.240916799439203,1
20416,0.8585,1.2898020242173014,1
20417,7.38835,13.501389105361254,1
20418,0.5267000000000001,1.0722365704803565,1
20419,13.59539,6.428464744118153,2
20421,11.95817,8.21440315281381,2
20422,0.92601,1.3211310127226965,1
20424,5.42003,7.134829261108209,1
20426,8.05316,16.973245107446317,1
20428,1.65654,1.7716656300685958,1
20429,0.9946900000000001,0.8615302860157279,1
20432,5.4624,8.192381402320597,1
20433,15.75243,7.421719105353447,2
20434,8.25951,8.395982865578377,1
20438,16.27824,6.96007698992336,2
20440,34.28062,33.80270323996271,2
20442,23.79055,17.16242078389773,2
20443,8.00212,6.717162343466763,1
20447,6.65567,6.792593397672011,1
20449,1.08866,1.1713933600874313,1
20450,6.24297,12.185091458535389,1
20453,16.32757,5.744020556037402,2
20456,6.10371,7.536418420304408,1
20458,22.48458,22.554971738477903,2
20459,15.42616,20.143161110473415,2
20460,8.94893,15.093085669693826,1
20463,10.21467,13.692709373072859,2
20464,3.55347,4.589198875369936,1
20465,3.54101,7.388590677374117,1
20466,7.27034,7.968718237676114,1
20469,7.43516,11.687384334011316,1
20470,8.27397,6.698186472347885,1
20473,6.6120600000000005,2.7939660207303376,1
20474,9.65317,12.71296419980211,1
20476,19.73377,19.91192001694991,2
20477,6.01202,7.447989933193547,1
20478,5.35491,5.2249874819103415,1
20479,7.92463,7.937587804933891,1
20480,5.21702,6.211110210346724,1
20481,8.74287,7.954334492106015,1
20482,5.68619,6.091398640874575,1
20483,8.52225,6.842467374352817,1
20484,1.56548,6.46497612874175,1
20488,8.62499,8.05820800423452,1
20490,0.48618999999999996,1.0248967169215186,1
20491,11.94289,14.508238530262354,2
20495,12.65039,13.7274745208773,2
20496,6.49094,6.22223540318718,1
20497,5.5455,6.459768451586237,1
20500,8.61567,6.773313419523417,1
20502,5.83704,6.38618336811384,1
20503,0.83948,15.541194246845365,1
20505,1.41934,7.450248083375434,1
20508,4.02445,3.892577838110414,1
20509,1.10399,1.446179448041438,1
20510,9.0775,12.607469776691078,1
20513,12.77476,6.458046229281217,2
20514,5.77288,6.620340524886841,1
20517,4.0131,5.467535482182875,1
20520,6.9888,13.235501650915097,1
20521,9.54402,15.497214556554054,1
20522,12.64676,15.089443258809004,2
20523,7.63168,13.066632832602824,1
20524,3.37671,4.914521559285057,1
20525,15.9413,15.513532445902968,2
20526,13.65706,18.553887343349604,2
20527,7.74072,14.115441905660633,1
20530,2.70755,4.498895888014807,1
20531,12.40991,14.798879709892036,2
20532,6.38886,4.767425066623948,1
20536,5.33565,6.595804209703395,1
20537,12.0668,16.58041896237616,2
20538,6.02223,7.608548102192451,1
20539,5.81923,6.0767147865406415,1
20540,6.4430000000000005,13.645371187077819,1
20541,8.18859,11.92714938891461,1
20542,8.25353,5.977194776032565,1
20544,6.43633,4.477098262186924,1
20547,12.23047,16.931839934935596,2
20548,12.24028,17.62160762275183,2
20549,4.18343,8.002006471256145,1
20551,5.13514,5.215038855545636,1
20552,2.39711,4.633345580347479,1
20553,7.04809,6.030138744021912,1
20555,1.79267,2.3492911505395035,1
20558,3.4579999999999997,14.592136694255274,1
20559,7.1281,12.25404376239493,1
20560,5.1622,3.384336976504092,1
20561,0.37611,0.5780563514273561,1
20563,7.4654,3.015606346700968,1
20565,3.83425,4.287392831438406,1
20567,7.02946,5.0160652898306965,1
20568,2.85831,4.723739156052017,1
20569,12.84918,11.753024237196747,2
20570,6.88673,6.554133094113327,1
20571,7.32115,7.516109436326296,1
20572,3.90293,3.616508243077687,1
20574,2.60938,5.278577592321596,1
20575,9.11891,17.390835743553215,1
20576,12.3194,4.4432869282421175,2
20577,8.44628,17.177682763283673,1
20578,3.4644,5.14015560394159,1
20579,3.101,3.782670172922613,1
20580,15.91044,15.946913875887226,2
20583,3.65662,4.115410136385576,1
20585,7.09842,6.376285746862878,1
20586,0.33821,0.8274621512295325,1
20588,0.6005999999999999,1.4099477668208908,1
20589,6.74483,6.414918139521557,1
20592,12.04725,13.783279150495169,2
20593,8.18131,11.564352993485505,1
20596,4.49828,2.7423834866536905,1
20597,0.23346,0.31878735723009083,1
20599,4.55627,3.7082377833662816,1
20600,1.55091,4.822542636509094,1
20601,0.57274,0.7197105486156977,1
20602,3.26558,3.2696642315578015,1
20603,7.70408,15.482549698723776,1
20604,13.179879999999999,4.417563837215567,2
20605,6.43393,4.607465293454548,1
20606,2.34434,4.653493740185447,1
20609,0.47173,2.7107208325179535,1
20611,9.19572,13.204602688082101,1
20612,4.18386,7.377935064221876,1
20614,2.23479,2.296957865813384,1
20615,14.06805,7.639255879920399,2
20617,1.36963,3.1835502312671293,1
20620,6.91217,7.3356655400340065,1
20621,7.23179,14.267221127135992,1
20622,4.72215,4.687501630478073,1
20623,10.20951,15.03062598511024,2
20624,5.34485,5.2584311462412066,1
20627,9.34447,6.881158208512222,1
20628,3.28467,5.253423518501334,1
20629,2.32608,3.058169041657843,1
20632,2.05983,3.0872663220715606,1
20633,6.92866,13.990739824112334,1
20636,0.37304,0.3225061147711941,1
20637,4.74964,4.671448319185395,1
20638,8.33849,6.432811754782703,1
20639,4.9791,4.5065397884892935,1
20640,2.72739,3.9654769406110186,1
20641,2.19101,2.936450845634364,1
20642,3.02384,4.285034421113935,1
20644,2.6208,2.077089143309816,1
20646,4.05327,6.728831241749093,1
20647,1.92544,1.7377077517464938,1
20649,14.79183,8.257461521691937,2
20651,2.37627,2.3539108498845542,1
20652,3.69362,3.524770164744182,1
20653,3.43338,3.187606258142284,1
20654,5.23921,3.0931020487641976,1
20655,2.58001,2.906350098088324,1
20657,3.71165,5.0492104284028505,1
20658,3.40902,4.514353782860304,1
20659,7.73487,13.323009726243434,1
20660,0.22825,1.8109926571349326,1
20661,3.46726,4.906748128324132,1
20662,11.50205,8.24512970054786,2
20663,0.17495,0.47588121226433644,1
20664,2.96002,1.8437778369365612,1
20666,2.1839999999999997,1.8551506688126138,1
20667,2.54736,5.6871089779002,1
20670,0.8472799999999999,0.8857671334563532,1
20672,3.4144799999999997,4.190454214740258,1
20673,9.15194,14.327347879129897,1
20674,8.38539,7.697993880773628,1
20676,2.1457800000000002,1.3413776805673299,1
20677,2.29468,2.4835596956565835,1
20678,0.391,0.49043469970123255,1
20679,10.29418,7.170354635024203,2
20680,5.18177,4.395160881403312,1
20681,8.83008,5.610984398808535,1
20682,5.3508000000000004,6.810700070978956,1
20684,0.76875,1.485033760059477,1
20685,0.9511499999999999,0.8356690883693919,1
20686,9.60049,13.696729733668537,1
20689,2.2932,5.434032168677132,1
20691,7.99868,8.069127267956336,1
20693,3.71123,4.1696874261851296,1
20694,8.90416,8.242107895002016,1
20696,4.999,3.718807603899575,1
20697,2.59869,2.215687888309472,1
20699,3.03395,6.071567406780681,1
20700,3.11353,3.25152017139808,1
20701,3.76215,3.1431969329222045,1
20702,2.03063,1.6788826339137046,1
20703,9.4657,14.361740237181497,1
20705,1.0319399999999999,3.5491369269210398,1
20706,4.85225,3.6023095220810664,1
20708,4.31759,2.4161163769223797,1
20709,8.64319,6.803113997421165,1
20711,7.00535,11.92116113344211,1
20713,1.468,2.0241702089339726,1
20714,4.22997,3.581556680316764,1
20715,1.62241,1.9325322343059126,1
20719,7.74604,6.967337661708013,1
20720,8.95012,12.98944058165718,1
20721,0.10375,1.799875553455588,1
20724,1.47147,2.2077824877607655,1
20729,0.3598,0.8154104459819455,1
20730,1.58932,1.777037250145337,1
20732,5.96173,7.092359690635223,1
20733,1.11124,4.250878167569404,1
20735,1.37555,2.9449325822544274,1
20737,2.07177,3.412996026405727,1
20739,2.92295,3.011664659225405,1
20741,1.35364,2.0380359044883627,1
20742,0.91993,3.2535009517973474,1
20743,1.11232,1.9875371243588382,1
20744,3.90804,2.4236236766116392,1
20745,1.30308,2.139583899212276,1
20746,4.26365,7.4765130024008455,1
20749,2.73283,2.369358880064924,1
20750,1.37322,2.4851817662362694,1
20751,3.04284,2.837323320570934,1
20754,8.55531,7.5367459453581525,1
20756,4.40403,1.1360578194190156,1
20757,2.37376,3.094780696753115,1
20758,4.3724300000000005,2.8306327355985497,1
20759,1.49063,1.8394797911933884,1
20761,2.47668,2.890263708853011,1
20762,6.8284899999999995,6.621046532320449,1
20765,0.25988,0.8664698797964896,1
20768,1.51197,1.5605054258336568,1
20771,0.95168,1.741879978507926,1
20772,2.53867,5.457251825241459,1
20773,0.18296,0.525432227578856,1
20774,5.44871,5.480197270475539,1
20775,2.19749,1.6475489407754322,1
20777,2.07783,2.986727043273464,1
20781,0.70834,1.9336742373189664,1
20783,3.65745,3.4958571651904244,1
20785,2.93047,3.4185796224591853,1
20786,0.60138,2.424535186093023,1
20788,1.47053,1.5281587624802395,1
20789,1.4464299999999999,1.6285610572675313,1
20793,2.64061,2.6102390836851366,1
20795,3.56276,7.287481346755188,1
20800,0.66127,0.8442510294595726,1
20801,1.66194,1.7691368862359507,1
20802,1.04494,0.7241084430763016,1
20803,1.01973,1.8539901668676062,1
20807,2.14955,2.0278222840415503,1
20809,3.19917,2.912826253681636,1
20810,1.60242,2.0198641853050066,1
20811,2.65751,3.0907903732847717,1
20812,0.76986,1.1650115361395763,1
20815,6.33522,7.255257151387472,1
20817,1.35408,0.8773707160701142,1
20818,1.56334,1.2329807299237876,1
20820,1.8666099999999999,2.1346233876543192,1
20822,5.92346,4.660871333583482,1
20823,1.7907,1.9926421976725461,1
20824,0.28688,1.140019888304047,1
20826,1.78647,1.6175479258985832,1
20827,2.60942,3.5842264847502094,1
20828,0.47617,1.985153059999348,1
20830,1.11598,1.3750339847252844,1
20831,2.65266,1.9069137789189365,1
20832,0.23123,2.5107911563010585,1
20835,0.9755199999999999,2.759136627417049,1
20838,1.96905,1.237498048678865,1
20840,1.73797,1.122828210656572,1
20843,0.77417,1.4530044060258682,1
20845,2.22201,0.7340034816088782,1
20846,0.55875,1.0793431625408603,1
20847,1.02539,1.3730178667728292,1
20849,2.0799600000000003,1.5647181767360228,1
20852,0.29701,1.1553232678328504,1
20853,2.8984199999999998,2.972957723829809,1
20855,1.27043,1.519350558148568,1
20859,3.06268,3.993945262613297,1
20862,1.30819,2.3590946098616086,1
20863,1.09065,1.526446200930305,1
20864,1.22199,1.192034973066818,1
20865,1.69039,1.5528781654293526,1
20870,1.32583,1.160826431117405,1
20877,0.8133,0.945298003712959,1
20878,1.26697,1.4058799006760772,1
20879,1.46764,0.8973302062556476,1
20882,1.48505,1.4564759947702939,1
20883,0.86097,0.8641167398551788,1
20885,1.4784899999999999,1.1149466422066099,1
20886,1.09253,0.8019921916098184,1
20892,1.0854000000000001,1.2046030859050645,1
20894,1.89225,0.7831632576684904,1
20899,2.32761,3.8559688786728934,1
20901,0.73891,0.7460714835678417,1
20902,1.56067,2.2922742519282653,1
20904,4.55923,3.47741118613124,1
20906,0.72535,0.635039403993069,1
20907,3.47802,6.300113684478879,1
20908,2.29554,2.3737502437999543,1
20910,5.20738,2.9532263072005516,1
20912,3.03888,3.6153073618535174,1
20913,0.78256,1.6799291130652847,1
20914,1.06175,1.2962707593131655,1
20917,2.29184,4.070310466220713,1
20919,0.43074,1.1305641729444702,1
20920,2.4836,3.6900124282019306,1
20922,1.04686,0.7593960799480571,1
20924,3.70952,2.563853884802164,1
20925,0.53211,0.9221986433422915,1
20927,3.05867,3.7466703156627004,1
20928,2.92793,3.007562640536534,1
20931,1.43487,1.0502032442960396,1
20932,1.8699999999999999,2.899837319706158,1
20933,3.68027,3.4022431137612466,1
20936,0.16453,0.7219619586438432,1
20937,1.03081,0.7296155893540227,1
20941,0.82051,0.9495876259579031,1
20942,1.72156,2.722895337122352,1
20945,0.86828,2.198594403590364,1
20946,3.14228,2.9576327292759728,1
20947,0.45535000000000003,0.6500274410595936,1
20948,0.41822,0.4879967561983203,1
20949,0.88794,1.103039035448606,1
20951,0.3287,1.7124751324420688,1
20953,2.3988,1.1909706994911975,1
20956,0.59267,0.33189060030628925,1
20957,1.10726,0.989564012940674,1
20961,0.83519,0.8161488347991531,1
20962,1.99182,2.8497985014825273,1
20965,0.55034,0.6363940762760255,1
20966,1.73472,1.3562275906350616,1
20967,1.55408,1.5778358335528304,1
20968,1.91479,2.992085794026133,1
20970,0.43677,0.5282718521831543,1
20975,1.69045,2.646802142354538,1
20976,0.61586,0.7378546315915073,1
20982,0.13177999999999998,0.47834655910026425,1
20985,0.7459899999999999,0.5349496460427112,1
20986,0.57885,0.974991488840076,1
20987,0.16926,3.0489000961730257,1
20990,0.4538,1.0653271287492594,1
20991,0.14446,0.07776992472354499,1
20994,0.18545,0.18203949006687528,1
20995,1.55285,2.7814412565664335,1
20996,0.22495,0.7427139666289858,1
20997,0.88972,1.4438302013187043,1
21001,0.52382,0.8545183690995525,1
21003,0.44116,0.4883442061831281,1
21006,0.96358,1.54554227343019,1
21007,1.8007300000000002,2.7584106095191094,1
21008,0.99321,0.5312280530741199,1
21014,1.09473,0.6258560548446809,1
21016,0.45426,0.49571394755424697,1
21022,0.76216,0.7438413205629536,1
21024,0.39419,0.4142141112560643,1
21027,1.73954,1.6840570848996939,1
21028,0.54486,0.4723653034886414,1
21032,0.17637,0.31149318815169663,1
21033,1.2670000000000001,1.09917287771581,1
21034,0.55135,0.8319543531729073,1
21035,1.80884,2.0796004901030933,1
21037,0.4412,0.8452196677575824,1
21038,0.4357,0.4277621133085844,1
21039,1.9437399999999998,1.5842331641971834,1
21040,0.6441600000000001,1.0681925767367977,1
21042,1.61798,0.8282559393486564,1
21044,1.76904,1.0435390466038599,1
21048,0.45052000000000003,0.23817034612970717,1
21049,0.30829999999999996,0.15383351087448904,1
21055,0.41164,0.2693316119494076,1
21056,0.64179,0.9198901115632525,1
21057,0.67593,0.7175413801192759,1
21058,1.84115,2.077953448266034,1
21064,0.32759,0.6064564404492547,1
21065,0.59662,0.505345092382855,1
21073,0.75292,0.9469623953710535,1
21074,0.00311,1.6535386168199686,1
21077,0.21584,0.15992622626788072,1
21079,0.68459,1.3421393892125242,1
21080,0.37668999999999997,0.3999142834946198,1
21084,0.47287999999999997,0.7594975563968702,1
21086,0.63302,0.8636235722880782,1
21087,1.02205,0.9309315990971367,1
21088,0.08061,0.15992622626788072,1
21092,0.99937,1.0441087768999795,1
21093,0.2881,0.282460465885392,1
21097,1.34469,1.4494863078332185,1
21099,0.17034,0.348707385204129,1
21105,0.43487,0.5285334849954983,1
21109,0.9539,1.346465200832206,1
21110,1.52502,1.4510010078301738,1
21111,1.46188,1.2213798133743778,1
21112,0.55859,1.0489167208907697,1
21114,1.49352,1.3629243040816306,1
21118,0.30167,0.19778889684240508,1
21119,1.14641,1.3879236354796733,1
21126,0.47548,0.6832528047936546,1
21129,0.7841,0.8516958842016805,1
21131,0.08076,0.1212383342173483,1
21135,0.29346,0.37579767556811555,1
21140,0.55694,0.8478373604289908,1
21142,0.10701999999999999,0.30828188875439483,1
21144,0.36366,1.0695587496724812,1
21146,0.39513,1.2598981445291333,1
21153,0.25441,0.49307363494436,1
21154,0.12383000000000001,1.180168260790615,1
21155,0.23501,0.1739520088375399,1
21157,0.16893,0.05833908133282419,1
21159,0.14194,0.3992121704836317,1
21163,0.339,0.5403112234323568,1
21164,0.15114,0.3421681851630544,1
21167,0.10550999999999999,0.0809299091438528,1
21168,0.14085,0.41496313715748656,1
21170,0.04078,0.1473150100840522,1
21171,0.30362,0.4844924781097894,1
21176,0.44148000000000004,0.21513822665809557,1
21179,0.29605000000000004,0.5205900065205822,1
21180,0.02,0.10567234948196222,1
21182,0.06688,0.16460059047858208,1
